kb-250,5,30,3,-5,-8
kb-251,10,31,8,19,0
kb-252,10,30,-12,-7,34
kb-252,10,30,-1,17,12
kb-252,10,30,-1,-7,23
kb-252,10,30,-1,7,34
kb-252,10,30,0,-27,21
kb-252,10,30,6,5,-9
kb-252,10,30,15,4,19
kb-252,10,30,45,6,25
kb-252,10,30,34,18,19
kb-252,10,30,13,0,9
kb-252,10,30,-20,7,9
kb-252,10,30,-11,-7,-19
kb-252,10,30,-11,7,-9
kb-252,10,30,-11,7,17
kb-252,10,30,11,17,13
kb-252,10,30,11,-7,-9
kb-252,10,30,11,-3,19
kb-252,10,30,1,-5,9
kb-252,10,30,1,5,29
kb-252,10,30,1,7,19
